FECHA;DEPARTAMENTO;MUNICIPIO;DIA;CLASE DE ESTUPEFACIENTE;CLASE DE SITIO;ZONA;UNIDAD DE MEDIDA;CÓDIGO DANE;CANTIDAD
3/02/2018;NARIÑO;SAMANIEGO;Viernes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;52678000;580
3/02/2018;NORTE DE SANTANDER;CHINÁCOTA;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;54172000;214
3/02/2018;NORTE DE SANTANDER;CÚCUTA;Viernes;MARIHUANA;CANCHA DE FUTBOL;URBANA;GRAMO;54001000;29
3/02/2018;NORTE DE SANTANDER;EL ZULIA;Viernes;MARIHUANA;CARRETERA;RURAL;GRAMO;54261000;110
3/02/2018;NORTE DE SANTANDER;PAMPLONA;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;54518000;115
3/02/2018;PUTUMAYO;PUERTO CAICEDO;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;86569000;760
3/02/2018;QUINDÍO;ARMENIA;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;63001000;61
3/02/2018;RISARALDA;DOSQUEBRADAS;Viernes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;66170000;18
3/02/2018;RISARALDA;GUÁTICA;Viernes;MARIHUANA;CARRETERA;RURAL;GRAMO;66318000;10
3/02/2018;RISARALDA;MARSELLA;Viernes;MARIHUANA;CARRETERA;RURAL;GRAMO;66440000;10
3/02/2018;RISARALDA;PEREIRA;Viernes;MARIHUANA;CARRETERA;RURAL;GRAMO;66001000;23000
3/02/2018;RISARALDA;PEREIRA;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;66001000;500
3/02/2018;RISARALDA;SANTA ROSA DE CABAL;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;66682000;82
3/02/2018;SANTANDER;BUCARAMANGA;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;68001000;300
3/02/2018;SANTANDER;FLORIDABLANCA;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;68276000;30
3/02/2018;SANTANDER;RIONEGRO;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;68615000;10
3/02/2018;SANTANDER;SANTA BÁRBARA;Viernes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;68705000;15
3/02/2018;SANTANDER;SOCORRO;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;68755000;1
3/02/2018;SUCRE;SAN LUIS DE SINCÉ;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;70742000;110
3/02/2018;SUCRE;SINCELEJO;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;70001000;780
3/02/2018;TOLIMA;ARMERO;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;73055000;52
3/02/2018;TOLIMA;GUAMO;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;73319000;40
3/02/2018;VALLE;BOLÍVAR;Viernes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;76100000;15
3/02/2018;VALLE;CARTAGO;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76147000;46
3/02/2018;VALLE;DAGUA;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76233000;350
3/02/2018;VALLE;EL CERRITO;Viernes;MARIHUANA;CARRETERA;RURAL;GRAMO;76248000;10000
3/02/2018;VALLE;FLORIDA;Viernes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;76275000;1000
3/02/2018;VALLE;GUADALAJARA DE BUGA;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76111000;560
3/02/2018;VALLE;PALMIRA;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76520000;42
3/02/2018;VALLE;RIOFRÍO;Viernes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;76616000;55
3/02/2018;VALLE;TULUÁ;Viernes;MARIHUANA;CASAS DE HABITACION;RURAL;GRAMO;76834000;350
3/02/2018;VALLE;YUMBO;Viernes;MARIHUANA;EMPRESA;RURAL;GRAMO;76892000;9870
3/02/2018;VALLE;YUMBO;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76892000;36
3/02/2018;VAUPÉS;MITÚ;Viernes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;97001000;40
4/02/2018;ANTIOQUIA;ANGOSTURA;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5038000;7
4/02/2018;ANTIOQUIA;BELLO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5088000;80
4/02/2018;ANTIOQUIA;CAMPAMENTO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5134000;7
4/02/2018;ANTIOQUIA;CIUDAD BOLÍVAR;Lunes;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;5101000;1
4/02/2018;ANTIOQUIA;EL BAGRE;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5250000;7
4/02/2018;ANTIOQUIA;ITAGUI;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5360000;33
4/02/2018;ANTIOQUIA;JERICÓ;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5368000;4
4/02/2018;ANTIOQUIA;LA CEJA;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5376000;10
4/02/2018;ANTIOQUIA;MACEO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5425000;5
4/02/2018;ANTIOQUIA;MARINILLA;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5440000;2
4/02/2018;ANTIOQUIA;MEDELLÍN;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5001000;24
4/02/2018;ANTIOQUIA;MONTEBELLO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5467000;6
4/02/2018;ANTIOQUIA;PUERTO TRIUNFO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5591000;3
4/02/2018;ANTIOQUIA;REMEDIOS;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5604000;2
4/02/2018;ANTIOQUIA;RIONEGRO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5615000;171
4/02/2018;ANTIOQUIA;SAN JERÓNIMO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5656000;12
4/02/2018;ANTIOQUIA;SAN ROQUE;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5670000;10
4/02/2018;ANTIOQUIA;TARAZÁ;Lunes;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;5790000;350
4/02/2018;ANTIOQUIA;URRAO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5847000;35
4/02/2018;ATLÁNTICO;JUAN DE ACOSTA;Lunes;BASE DE COCA;CARRETERA;RURAL;GRAMO;8372000;20
4/02/2018;BOLÍVAR;ZAMBRANO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;13894000;20
4/02/2018;CALDAS;LA DORADA;Lunes;BASE DE COCA;CASAS DE HABITACION;URBANA;GRAMO;17380000;8
4/02/2018;CESAR;ASTREA;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;20032000;2
4/02/2018;CUNDINAMARCA;GIRARDOT;Lunes;BASE DE COCA;LOTE BALDIO;URBANA;GRAMO;25307000;15
4/02/2018;CUNDINAMARCA;GIRARDOT;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;25307000;12
4/02/2018;CUNDINAMARCA;VILLETA;Lunes;BASE DE COCA;CARRETERA;RURAL;GRAMO;25875000;4
4/02/2018;MAGDALENA;SANTA MARTA;Lunes;BASE DE COCA;CASAS DE HABITACION;RURAL;GRAMO;47001000;417
4/02/2018;RISARALDA;SANTA ROSA DE CABAL;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;66682000;2
4/02/2018;TOLIMA;IBAGUÉ;Lunes;BASE DE COCA;LOTE BALDIO;URBANA;GRAMO;73001000;45
4/02/2018;VALLE;BOLÍVAR;Lunes;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;76100000;2
4/02/2018;VALLE;TRUJILLO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;76828000;20
4/02/2018;ANTIOQUIA;AMAGÁ;Lunes;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5030000;2
4/02/2018;ANTIOQUIA;AMAGÁ;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5030000;5
4/02/2018;ANTIOQUIA;ANDES;Lunes;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5034000;1
4/02/2018;ANTIOQUIA;BETULIA;Lunes;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5093000;2
4/02/2018;ANTIOQUIA;BETULIA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5093000;2
4/02/2018;ANTIOQUIA;BRICEÑO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5107000;8
4/02/2018;ANTIOQUIA;CÁCERES;Lunes;BASUCO;INTERIOR VEHICULO SERVICIO PUBLICO;RURAL;GRAMO;5120000;120
4/02/2018;ANTIOQUIA;CALDAS;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5129000;25
4/02/2018;ANTIOQUIA;CAMPAMENTO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5134000;1
4/02/2018;ANTIOQUIA;CIUDAD BOLÍVAR;Lunes;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5101000;1
4/02/2018;ANTIOQUIA;COCORNÁ;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5197000;3
4/02/2018;ANTIOQUIA;EL BAGRE;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5250000;7
4/02/2018;ANTIOQUIA;FREDONIA;Lunes;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5282000;2
4/02/2018;ANTIOQUIA;HELICONIA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5347000;10
4/02/2018;ANTIOQUIA;ITAGUI;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5360000;19
4/02/2018;ANTIOQUIA;LA ESTRELLA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5380000;10
4/02/2018;ANTIOQUIA;LA PINTADA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5390000;7
4/02/2018;ANTIOQUIA;MEDELLÍN;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5001000;201
4/02/2018;ANTIOQUIA;MONTEBELLO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5467000;3
4/02/2018;ANTIOQUIA;PUEBLORRICO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5576000;5
4/02/2018;ANTIOQUIA;PUERTO TRIUNFO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5591000;4
4/02/2018;ANTIOQUIA;SALGAR;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5642000;5
4/02/2018;ANTIOQUIA;SAN FRANCISCO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5652000;4
4/02/2018;ANTIOQUIA;SAN JERÓNIMO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5656000;15
4/02/2018;ANTIOQUIA;SAN PEDRO DE URABÁ;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5665000;5
4/02/2018;ANTIOQUIA;SAN ROQUE;Lunes;BASUCO;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;2
4/02/2018;ANTIOQUIA;SAN ROQUE;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5670000;15
4/02/2018;ANTIOQUIA;SANTO DOMINGO;Lunes;BASUCO;FINCAS Y SIMILARES;RURAL;GRAMO;5690000;3
4/02/2018;ANTIOQUIA;SONSON;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5756000;16
4/02/2018;ANTIOQUIA;TÁMESIS;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5789000;5
4/02/2018;ANTIOQUIA;URRAO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5847000;30
4/02/2018;ATLÁNTICO;JUAN DE ACOSTA;Lunes;BASUCO;CARRETERA;RURAL;GRAMO;8372000;20
4/02/2018;CALDAS;CHINCHINÁ;Lunes;BASUCO;CASAS DE HABITACION;URBANA;GRAMO;17174000;21
4/02/2018;CALDAS;LA DORADA;Lunes;BASUCO;CASAS DE HABITACION;URBANA;GRAMO;17380000;669
4/02/2018;CALDAS;LA DORADA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;17380000;3
4/02/2018;CALDAS;MANIZALES;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;17001000;10
4/02/2018;CESAR;BOSCONIA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;20060000;1
4/02/2018;CESAR;VALLEDUPAR;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;20001000;4
4/02/2018;CÓRDOBA;MONTERÍA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;23001000;40
4/02/2018;CUNDINAMARCA;BOGOTÁ D.C.;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;11001000;88
4/02/2018;CUNDINAMARCA;CARMEN DE CARUPA;Lunes;BASUCO;PLAZAS DE MERCADO;URBANA;GRAMO;25154000;2
4/02/2018;CUNDINAMARCA;COGUA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25200000;8
4/02/2018;CUNDINAMARCA;FUSAGASUGÁ;Lunes;BASUCO;FRENTE A RESIDENCIAS - VIA PUBLICA;URBANA;GRAMO;25290000;90
4/02/2018;CUNDINAMARCA;GIRARDOT;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25307000;88
4/02/2018;CUNDINAMARCA;GUATAQUÍ;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25324000;2
4/02/2018;CUNDINAMARCA;MACHETA;Lunes;BASUCO;CARRETERA;RURAL;GRAMO;25426000;30
4/02/2018;CUNDINAMARCA;ZIPAQUIRÁ;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25899000;8
4/02/2018;HUILA;NEIVA;Lunes;BASUCO;INSTALACIONES DE LA POLICIA;URBANA;GRAMO;41001000;2
4/02/2018;HUILA;PITALITO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;41551000;5
4/02/2018;META;VILLAVICENCIO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;50001000;40
4/02/2018;NARIÑO;IPIALES;Lunes;BASUCO;CARCELES;URBANA;GRAMO;52356000;1
4/02/2018;NARIÑO;PASTO;Lunes;BASUCO;CARCELES;URBANA;GRAMO;52001000;123
4/02/2018;QUINDÍO;CALARCA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;63130000;12
4/02/2018;SANTANDER;FLORIDABLANCA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;68276000;6
4/02/2018;SANTANDER;GIRÓN;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;68307000;42
4/02/2018;ANTIOQUIA;ANDES;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5034000;20
4/02/2018;ANTIOQUIA;ANORÍ;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5040000;19
4/02/2018;ANTIOQUIA;ANZA;Lunes;COCAINA;VIAS PUBLICAS;RURAL;GRAMO;5044000;1
4/02/2018;ANTIOQUIA;APARTADÓ;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5045000;50
4/02/2018;ANTIOQUIA;BETULIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5093000;6
4/02/2018;ANTIOQUIA;CARAMANTA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5145000;1
4/02/2018;ANTIOQUIA;COCORNÁ;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5197000;6
4/02/2018;ANTIOQUIA;CONCORDIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5209000;4
4/02/2018;ANTIOQUIA;GUARNE;Lunes;COCAINA;FINCAS Y SIMILARES;RURAL;GRAMO;5318000;5
4/02/2018;ANTIOQUIA;ITAGUI;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5360000;17
4/02/2018;ANTIOQUIA;JARDÍN;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5364000;3
4/02/2018;ANTIOQUIA;JERICÓ;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5368000;10
4/02/2018;ANTIOQUIA;LA PINTADA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5390000;2
4/02/2018;ANTIOQUIA;MEDELLÍN;Lunes;COCAINA;TERMINAL DE TRANSPORTES;URBANA;GRAMO;5001000;15
4/02/2018;ANTIOQUIA;PUERTO TRIUNFO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5591000;2
4/02/2018;ANTIOQUIA;RETIRO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5607000;50
4/02/2018;ANTIOQUIA;SAN JERÓNIMO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5656000;5
4/02/2018;ANTIOQUIA;SAN ROQUE;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5670000;8
4/02/2018;ANTIOQUIA;URRAO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5847000;17
4/02/2018;ANTIOQUIA;VALPARAÍSO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5856000;4
4/02/2018;ANTIOQUIA;VEGACHÍ;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5858000;2
4/02/2018;ANTIOQUIA;YALÍ;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5885000;4
4/02/2018;ANTIOQUIA;YARUMAL;Lunes;COCAINA;VIAS PUBLICAS;RURAL;GRAMO;5887000;8
4/02/2018;ATLÁNTICO;BARRANQUILLA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;8001000;98
4/02/2018;CALDAS;LA DORADA;Lunes;COCAINA;CASAS DE HABITACION;URBANA;GRAMO;17380000;125
4/02/2018;CAUCA;CALDONO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;19137000;180
4/02/2018;CUNDINAMARCA;TOCAIMA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;25815000;10
4/02/2018;MAGDALENA;SANTA MARTA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;47001000;100
4/02/2018;NARIÑO;PASTO;Lunes;COCAINA;CARCELES;URBANA;GRAMO;52001000;51
4/02/2018;QUINDÍO;ARMENIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;63001000;153
4/02/2018;SUCRE;COROZAL;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;70215000;40
4/02/2018;VALLE;CALI;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;76001000;14
4/02/2018;CUNDINAMARCA;VILLETA;Lunes;HEROINA;CARRETERA;RURAL;GRAMO;25875000;4
4/02/2018;AMAZONAS;LETICIA;Lunes;MARIHUANA;ZONA SELVÁTICA;RURAL;GRAMO;91001000;1093000
4/02/2018;ANTIOQUIA;AMAGÁ;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5030000;10
4/02/2018;ANTIOQUIA;AMAGÁ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5030000;7
4/02/2018;ANTIOQUIA;ANDES;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5034000;11
4/02/2018;ANTIOQUIA;ANDES;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5034000;28
4/02/2018;ANTIOQUIA;ANZA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5044000;20
4/02/2018;ANTIOQUIA;APARTADÓ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5045000;90
4/02/2018;ANTIOQUIA;BELLO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5088000;890
4/02/2018;ANTIOQUIA;BELMIRA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5086000;13
4/02/2018;ANTIOQUIA;BETANIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5091000;65
4/02/2018;ANTIOQUIA;BETULIA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5093000;20
4/02/2018;ANTIOQUIA;BRICEÑO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5107000;8
4/02/2018;ANTIOQUIA;CÁCERES;Lunes;MARIHUANA;INTERIOR VEHICULO SERVICIO PUBLICO;RURAL;GRAMO;5120000;5000
4/02/2018;ANTIOQUIA;CAICEDO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5125000;20
4/02/2018;ANTIOQUIA;CAMPAMENTO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5134000;17
4/02/2018;ANTIOQUIA;CARACOLÍ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5142000;10
4/02/2018;ANTIOQUIA;CARAMANTA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5145000;11
4/02/2018;ANTIOQUIA;CIUDAD BOLÍVAR;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5101000;13
4/02/2018;ANTIOQUIA;COCORNÁ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5197000;27
4/02/2018;ANTIOQUIA;CONCEPCIÓN;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;5206000;35
4/02/2018;ANTIOQUIA;CONCORDIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5209000;36
4/02/2018;ANTIOQUIA;EBÉJICO;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5240000;10
4/02/2018;ANTIOQUIA;EL BAGRE;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5250000;12
4/02/2018;ANTIOQUIA;FREDONIA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5282000;7
4/02/2018;ANTIOQUIA;FREDONIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5282000;75
4/02/2018;ANTIOQUIA;FRONTINO;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;5284000;16
4/02/2018;ANTIOQUIA;HISPANIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5353000;12
4/02/2018;ANTIOQUIA;ITAGUI;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5360000;40
4/02/2018;ANTIOQUIA;JARDÍN;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5364000;10
4/02/2018;ANTIOQUIA;LA CEJA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5376000;35
4/02/2018;ANTIOQUIA;LA PINTADA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5390000;14
4/02/2018;ANTIOQUIA;LA UNIÓN;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5400000;5
4/02/2018;ANTIOQUIA;LIBORINA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5411000;25
4/02/2018;ANTIOQUIA;LIBORINA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5411000;18
4/02/2018;ANTIOQUIA;MACEO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5425000;10
4/02/2018;ANTIOQUIA;MARINILLA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5440000;30
4/02/2018;ANTIOQUIA;MEDELLÍN;Lunes;MARIHUANA;TERMINAL DE TRANSPORTES;URBANA;GRAMO;5001000;80
4/02/2018;ANTIOQUIA;MEDELLÍN;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5001000;276
4/02/2018;ANTIOQUIA;PUEBLORRICO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5576000;10
4/02/2018;ANTIOQUIA;PUERTO TRIUNFO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5591000;38
4/02/2018;ANTIOQUIA;REMEDIOS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5604000;8
4/02/2018;ANTIOQUIA;SABANALARGA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5628000;18
4/02/2018;ANTIOQUIA;SALGAR;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5642000;10
4/02/2018;ANTIOQUIA;SAN CARLOS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5649000;18
4/02/2018;ANTIOQUIA;SAN FRANCISCO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5652000;28
4/02/2018;ANTIOQUIA;SAN RAFAEL;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5667000;20
4/02/2018;ANTIOQUIA;SAN ROQUE;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;8
4/02/2018;ANTIOQUIA;SAN ROQUE;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5670000;37
4/02/2018;ANTIOQUIA;SANTA BÁRBARA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5679000;15
4/02/2018;ANTIOQUIA;SANTO DOMINGO;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;5690000;8
4/02/2018;ANTIOQUIA;TÁMESIS;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5789000;10
4/02/2018;ANTIOQUIA;TITIRIBÍ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5809000;19
4/02/2018;ANTIOQUIA;URRAO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5847000;225
4/02/2018;ANTIOQUIA;VALPARAÍSO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5856000;41
4/02/2018;ANTIOQUIA;VEGACHÍ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5858000;55
4/02/2018;ANTIOQUIA;VENECIA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5861000;10
4/02/2018;ANTIOQUIA;VENECIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5861000;26
4/02/2018;ANTIOQUIA;YALÍ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5885000;22
