FECHA;DEPARTAMENTO;MUNICIPIO;DIA;CLASE DE ESTUPEFACIENTE;CLASE DE SITIO;ZONA;UNIDAD DE MEDIDA;CÓDIGO DANE;CANTIDAD
1/01/2018;ANTIOQUIA;BELLO;Lunes;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;5088000;40
1/01/2018;ANTIOQUIA;CARACOLÍ;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5142000;5
1/01/2018;ANTIOQUIA;MEDELLÍN;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5001000;12
1/01/2018;ANTIOQUIA;SAN ROQUE;Lunes;BASE DE COCA;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;2
1/01/2018;ANTIOQUIA;TÁMESIS;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5789000;4
1/01/2018;ANTIOQUIA;URRAO;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5847000;28
1/01/2018;ATLÁNTICO;BARRANQUILLA;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;8001000;260
1/01/2018;CUNDINAMARCA;BOGOTÁ D.C.;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;11001000;400
1/01/2018;CUNDINAMARCA;SOACHA;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;25754000;40
1/01/2018;NORTE DE SANTANDER;OCAÑA;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;54498000;24
1/01/2018;RISARALDA;DOSQUEBRADAS;Lunes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;66170000;50
1/01/2018;ANTIOQUIA;BETULIA;Lunes;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5093000;14
1/01/2018;ANTIOQUIA;FREDONIA;Lunes;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5282000;3
1/01/2018;ANTIOQUIA;JARDÍN;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5364000;6
1/01/2018;ANTIOQUIA;SAN ROQUE;Lunes;BASUCO;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;3
1/01/2018;ANTIOQUIA;TITIRIBÍ;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5809000;2
1/01/2018;ANTIOQUIA;URRAO;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5847000;10
1/01/2018;CALDAS;MANIZALES;Lunes;BASUCO;CASAS DE HABITACION;URBANA;GRAMO;17001000;14
1/01/2018;CUNDINAMARCA;BOGOTÁ D.C.;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;11001000;25
1/01/2018;CUNDINAMARCA;GACHANCIPÁ;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25295000;5
1/01/2018;CUNDINAMARCA;VILLETA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25875000;15
1/01/2018;CUNDINAMARCA;ZIPAQUIRÁ;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25899000;64
1/01/2018;VALLE;SEVILLA;Lunes;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;76736000;7
1/01/2018;VALLE;TULUÁ;Lunes;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;76834000;30
1/01/2018;AMAZONAS;LETICIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;91001000;6
1/01/2018;ANTIOQUIA;ANGELÓPOLIS;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5036000;3
1/01/2018;ANTIOQUIA;CONCORDIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5209000;2
1/01/2018;ANTIOQUIA;FREDONIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5282000;3
1/01/2018;ANTIOQUIA;LA CEJA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5376000;15
1/01/2018;ANTIOQUIA;VENECIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5861000;12
1/01/2018;ATLÁNTICO;BARRANQUILLA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;8001000;610
1/01/2018;CALDAS;MANIZALES;Lunes;COCAINA;CASAS DE HABITACION;URBANA;GRAMO;17001000;27
1/01/2018;CESAR;VALLEDUPAR;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;20001000;339
1/01/2018;CHOCÓ;QUIBDÓ;Lunes;COCAINA;ALTAMAR;URBANA;GRAMO;27001000;1496000
1/01/2018;GUAJIRA;URIBIA;Lunes;COCAINA;ALTAMAR;RURAL;GRAMO;44847000;2261000
1/01/2018;GUAJIRA;URIBIA;Lunes;COCAINA;PUERTO;RURAL;GRAMO;44847000;1802000
1/01/2018;MAGDALENA;SANTA MARTA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;47001000;25
1/01/2018;NARIÑO;MOSQUERA;Lunes;COCAINA;ALTAMAR;RURAL;GRAMO;52473000;900000
1/01/2018;NARIÑO;SAN ANDRES DE TUMACO;Lunes;COCAINA;ALTAMAR;RURAL;GRAMO;52835000;2722000
1/01/2018;NORTE DE SANTANDER;OCAÑA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;54498000;20
1/01/2018;TOLIMA;PALOCABILDO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;73520000;10
1/01/2018;ATLÁNTICO;BARRANQUILLA;Lunes;HEROINA;VIAS PUBLICAS;URBANA;GRAMO;8001000;200
1/01/2018;ANTIOQUIA;ANDES;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5034000;30
1/01/2018;ANTIOQUIA;ARGELIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5055000;20
1/01/2018;ANTIOQUIA;BETULIA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5093000;292
1/01/2018;ANTIOQUIA;CARAMANTA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5145000;12
1/01/2018;ANTIOQUIA;CONCORDIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5209000;19
1/01/2018;ANTIOQUIA;FREDONIA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5282000;3
1/01/2018;ANTIOQUIA;JARDÍN;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5364000;10
1/01/2018;ANTIOQUIA;MEDELLÍN;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5001000;290
1/01/2018;ANTIOQUIA;SAN CARLOS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5649000;12
1/01/2018;ANTIOQUIA;SAN ROQUE;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;20
1/01/2018;ANTIOQUIA;SANTA BÁRBARA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5679000;15
1/01/2018;ANTIOQUIA;SANTAFÉ DE ANTIOQUIA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5042000;25
1/01/2018;ANTIOQUIA;URRAO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5847000;120
1/01/2018;ANTIOQUIA;VALPARAÍSO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5856000;21
1/01/2018;ANTIOQUIA;YOLOMBÓ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5890000;5
1/01/2018;ARAUCA;ARAUCA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;81001000;30
1/01/2018;ATLÁNTICO;BARRANQUILLA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;8001000;900
1/01/2018;CALDAS;MANIZALES;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;17001000;14096
1/01/2018;CAUCA;CALOTO;Lunes;MARIHUANA;CARRETERA;RURAL;GRAMO;19142000;1000
1/01/2018;CESAR;EL COPEY;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;20238000;25
1/01/2018;CUNDINAMARCA;BOGOTÁ D.C.;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;11001000;990
1/01/2018;CUNDINAMARCA;BOJACÁ;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;25099000;100
1/01/2018;CUNDINAMARCA;CHÍA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;25175000;200
1/01/2018;CUNDINAMARCA;COGUA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;25200000;8
1/01/2018;CUNDINAMARCA;LA CALERA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;25377000;10
1/01/2018;HUILA;NEIVA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;41001000;84
1/01/2018;NARIÑO;PASTO;Lunes;MARIHUANA;FRENTE A RESIDENCIAS - VIA PUBLICA;URBANA;GRAMO;52001000;95
1/01/2018;NORTE DE SANTANDER;CÚCUTA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;54001000;56
1/01/2018;NORTE DE SANTANDER;OCAÑA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;54498000;113
1/01/2018;QUINDÍO;CALARCA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;63130000;68
1/01/2018;RISARALDA;DOSQUEBRADAS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;66170000;75
1/01/2018;SANTANDER;SIMACOTA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;68745000;12
1/01/2018;TOLIMA;IBAGUÉ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;73001000;185
1/01/2018;VALLE;PALMIRA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76520000;200
2/01/2018;ANTIOQUIA;BELLO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5088000;40
2/01/2018;ANTIOQUIA;BETULIA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5093000;18
2/01/2018;ANTIOQUIA;CALDAS;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5129000;45
2/01/2018;ANTIOQUIA;CISNEROS;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5190000;2
2/01/2018;ANTIOQUIA;CIUDAD BOLÍVAR;Jueves;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;5101000;2
2/01/2018;ANTIOQUIA;CIUDAD BOLÍVAR;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5101000;10
2/01/2018;ANTIOQUIA;COPACABANA;Jueves;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;5212000;6
2/01/2018;ANTIOQUIA;COPACABANA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5212000;10
2/01/2018;ANTIOQUIA;DON MATÍAS;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5237000;5
2/01/2018;ANTIOQUIA;EL BAGRE;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5250000;6
2/01/2018;ANTIOQUIA;EL SANTUARIO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5697000;14
2/01/2018;ANTIOQUIA;ENVIGADO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5266000;10
2/01/2018;ANTIOQUIA;GRANADA;Jueves;BASE DE COCA;FINCAS Y SIMILARES;RURAL;GRAMO;5313000;12
2/01/2018;ANTIOQUIA;ITAGUI;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5360000;20
2/01/2018;ANTIOQUIA;ITUANGO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5361000;3
2/01/2018;ANTIOQUIA;LA ESTRELLA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5380000;10
2/01/2018;ANTIOQUIA;LIBORINA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5411000;2
2/01/2018;ANTIOQUIA;MARINILLA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5440000;4
2/01/2018;ANTIOQUIA;MEDELLÍN;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5001000;395
2/01/2018;ANTIOQUIA;PUERTO TRIUNFO;Jueves;BASE DE COCA;FINCAS Y SIMILARES;RURAL;GRAMO;5591000;22
2/01/2018;ANTIOQUIA;PUERTO TRIUNFO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5591000;3
2/01/2018;ANTIOQUIA;REMEDIOS;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5604000;46
2/01/2018;ANTIOQUIA;SABANETA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5631000;55
2/01/2018;ANTIOQUIA;SAN FRANCISCO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5652000;1
2/01/2018;ANTIOQUIA;SAN RAFAEL;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5667000;4
2/01/2018;ANTIOQUIA;SAN ROQUE;Jueves;BASE DE COCA;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;6
2/01/2018;ANTIOQUIA;SAN ROQUE;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5670000;6
2/01/2018;ANTIOQUIA;SANTAFÉ DE ANTIOQUIA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5042000;10
2/01/2018;ANTIOQUIA;TITIRIBÍ;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5809000;5
2/01/2018;ANTIOQUIA;YOLOMBÓ;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5890000;3
2/01/2018;ATLÁNTICO;SOLEDAD;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;8758000;350
2/01/2018;ATLÁNTICO;SUAN;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;8770000;22
2/01/2018;BOLÍVAR;MAGANGUÉ;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;13430000;121
2/01/2018;BOLÍVAR;ZAMBRANO;Jueves;BASE DE COCA;CASAS DE HABITACION;URBANA;GRAMO;13894000;62
2/01/2018;CALDAS;MANIZALES;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;17001000;6
2/01/2018;CAUCA;EL TAMBO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;19256000;300
2/01/2018;CESAR;SAN MARTÍN;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;20770000;2
2/01/2018;CUNDINAMARCA;BOGOTÁ D.C.;Jueves;BASE DE COCA;EMPRESA;URBANA;GRAMO;11001000;7000
2/01/2018;CUNDINAMARCA;BOGOTÁ D.C.;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;11001000;291
2/01/2018;CUNDINAMARCA;COTA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;25214000;40
2/01/2018;CUNDINAMARCA;FUNZA;Jueves;BASE DE COCA;FRENTE A ALMACEN - VIA PUBLICA;URBANA;GRAMO;25286000;1
2/01/2018;CUNDINAMARCA;LA CALERA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;25377000;5
2/01/2018;CUNDINAMARCA;LA PEÑA;Jueves;BASE DE COCA;SECTOR COMERCIO;URBANA;GRAMO;25398000;5
2/01/2018;CUNDINAMARCA;LA VEGA;Jueves;BASE DE COCA;SECTOR COMERCIO;URBANA;GRAMO;25402000;25
2/01/2018;CUNDINAMARCA;MOSQUERA;Jueves;BASE DE COCA;FRENTE A ALMACEN - VIA PUBLICA;URBANA;GRAMO;25473000;14
2/01/2018;CUNDINAMARCA;SOACHA;Jueves;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;25754000;90
2/01/2018;CUNDINAMARCA;SOACHA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;25754000;10
2/01/2018;CUNDINAMARCA;UNE;Jueves;BASE DE COCA;TRAMO DE VIA;RURAL;GRAMO;25845000;2
2/01/2018;GUAJIRA;MAICAO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;44430000;36
2/01/2018;GUAJIRA;RIOHACHA;Jueves;BASE DE COCA;PARQUES;URBANA;GRAMO;44001000;4
2/01/2018;PUTUMAYO;SAN MIGUEL;Jueves;BASE DE COCA;LABORATORIO DE BASE;RURAL;GRAMO;86757000;86588
2/01/2018;PUTUMAYO;VILLAGARZÓN;Jueves;BASE DE COCA;CASAS DE HABITACION;RURAL;GRAMO;86885000;9214
2/01/2018;PUTUMAYO;VILLAGARZÓN;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;86885000;14000
2/01/2018;QUINDÍO;ARMENIA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;63001000;11
2/01/2018;RISARALDA;SANTA ROSA DE CABAL;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;66682000;2
2/01/2018;SUCRE;COROZAL;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;70215000;115
2/01/2018;SUCRE;MAJAGUAL;Jueves;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;70429000;96
2/01/2018;SUCRE;SINCELEJO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;70001000;15
2/01/2018;TOLIMA;LÍBANO;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;73411000;4
2/01/2018;VALLE;CAICEDONIA;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;76122000;29
2/01/2018;VALLE;CALI;Jueves;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;76001000;210
2/01/2018;VALLE;GINEBRA;Jueves;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;76306000;10
2/01/2018;VALLE;LA VICTORIA;Jueves;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;76403000;20
2/01/2018;ANTIOQUIA;ABEJORRAL;Jueves;BASUCO;FINCAS Y SIMILARES;RURAL;GRAMO;5002000;6
2/01/2018;ANTIOQUIA;AMAGÁ;Jueves;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5030000;17
2/01/2018;ANTIOQUIA;ANDES;Jueves;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5034000;1
2/01/2018;ANTIOQUIA;ANZA;Jueves;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5044000;5
2/01/2018;ANTIOQUIA;BELLO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5088000;80
2/01/2018;ANTIOQUIA;BETULIA;Jueves;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5093000;1
2/01/2018;ANTIOQUIA;BETULIA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5093000;56
2/01/2018;ANTIOQUIA;BRICEÑO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5107000;13
2/01/2018;ANTIOQUIA;CAMPAMENTO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5134000;7
2/01/2018;ANTIOQUIA;CAUCASIA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5154000;15
2/01/2018;ANTIOQUIA;CIUDAD BOLÍVAR;Jueves;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5101000;2
2/01/2018;ANTIOQUIA;COCORNÁ;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5197000;14
2/01/2018;ANTIOQUIA;EL BAGRE;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5250000;5
2/01/2018;ANTIOQUIA;ENVIGADO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5266000;92
2/01/2018;ANTIOQUIA;FREDONIA;Jueves;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;5282000;3
2/01/2018;ANTIOQUIA;FREDONIA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5282000;3
2/01/2018;ANTIOQUIA;FRONTINO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5284000;2
2/01/2018;ANTIOQUIA;ITAGUI;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5360000;20
2/01/2018;ANTIOQUIA;LIBORINA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5411000;1
2/01/2018;ANTIOQUIA;MARINILLA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5440000;27
2/01/2018;ANTIOQUIA;MEDELLÍN;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5001000;610
2/01/2018;ANTIOQUIA;PUERTO TRIUNFO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5591000;3
2/01/2018;ANTIOQUIA;REMEDIOS;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5604000;23
2/01/2018;ANTIOQUIA;SAN FRANCISCO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5652000;12
2/01/2018;ANTIOQUIA;SAN JERÓNIMO;Jueves;BASUCO;VELODROMO;URBANA;GRAMO;5656000;3
2/01/2018;ANTIOQUIA;SAN LUIS;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5660000;21
2/01/2018;ANTIOQUIA;SAN ROQUE;Jueves;BASUCO;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;4
2/01/2018;ANTIOQUIA;SAN ROQUE;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5670000;7
2/01/2018;ANTIOQUIA;SANTA ROSA DE OSOS;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5686000;5
2/01/2018;ANTIOQUIA;SANTAFÉ DE ANTIOQUIA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5042000;12
2/01/2018;ANTIOQUIA;SANTO DOMINGO;Jueves;BASUCO;FINCAS Y SIMILARES;RURAL;GRAMO;5690000;8
2/01/2018;ANTIOQUIA;SONSON;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5756000;6
2/01/2018;ANTIOQUIA;YARUMAL;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;5887000;6
2/01/2018;ATLÁNTICO;SABANAGRANDE;Jueves;BASUCO;TROCHA;RURAL;GRAMO;8634000;1
2/01/2018;ATLÁNTICO;SOLEDAD;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;8758000;84
2/01/2018;BOLÍVAR;MAGANGUÉ;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;13430000;8
2/01/2018;BOYACÁ;TUNJA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;15001000;50
2/01/2018;CALDAS;CHINCHINÁ;Jueves;BASUCO;CASAS DE HABITACION;URBANA;GRAMO;17174000;68
2/01/2018;CALDAS;LA DORADA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;17380000;7
2/01/2018;CALDAS;MANIZALES;Jueves;BASUCO;VIAS PUBLICAS;RURAL;GRAMO;17001000;70
2/01/2018;CALDAS;MANIZALES;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;17001000;39
2/01/2018;CALDAS;MANZANARES;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;17433000;3
2/01/2018;CASANARE;YOPAL;Jueves;BASUCO;CASAS DE HABITACION;URBANA;GRAMO;85001000;22
2/01/2018;CAUCA;POPAYÁN;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;19001000;8
2/01/2018;CESAR;EL PASO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;20250000;1
2/01/2018;CESAR;LA GLORIA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;20383000;6
2/01/2018;CESAR;RÍO DE ORO;Jueves;BASUCO;CANCHA DE FUTBOL;URBANA;GRAMO;20614000;3
2/01/2018;CUNDINAMARCA;BOGOTÁ D.C.;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;11001000;2096
2/01/2018;CUNDINAMARCA;CACHIPAY;Jueves;BASUCO;PERIMETRO URBANO;URBANA;GRAMO;25123000;20
2/01/2018;CUNDINAMARCA;COTA;Jueves;BASUCO;CARRETERA;RURAL;GRAMO;25214000;40
2/01/2018;CUNDINAMARCA;FACATATIVÁ;Jueves;BASUCO;FRENTE A ALMACEN - VIA PUBLICA;URBANA;GRAMO;25269000;5
2/01/2018;CUNDINAMARCA;FUNZA;Jueves;BASUCO;FRENTE A ALMACEN - VIA PUBLICA;URBANA;GRAMO;25286000;1
2/01/2018;CUNDINAMARCA;FUSAGASUGÁ;Jueves;BASUCO;FRENTE A RESIDENCIAS - VIA PUBLICA;URBANA;GRAMO;25290000;10
2/01/2018;CUNDINAMARCA;LA PEÑA;Jueves;BASUCO;SECTOR COMERCIO;URBANA;GRAMO;25398000;4
2/01/2018;CUNDINAMARCA;LA VEGA;Jueves;BASUCO;SECTOR COMERCIO;URBANA;GRAMO;25402000;20
2/01/2018;CUNDINAMARCA;MACHETA;Jueves;BASUCO;CARRETERA;RURAL;GRAMO;25426000;20
2/01/2018;CUNDINAMARCA;NARIÑO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25483000;11
2/01/2018;CUNDINAMARCA;NIMAIMA;Jueves;BASUCO;SECTOR COMERCIO;URBANA;GRAMO;25489000;38
2/01/2018;CUNDINAMARCA;RICAURTE;Jueves;BASUCO;PERIMETRO URBANO;URBANA;GRAMO;25612000;5
2/01/2018;CUNDINAMARCA;SASAIMA;Jueves;BASUCO;CARRETERA;RURAL;GRAMO;25718000;30
2/01/2018;CUNDINAMARCA;SIBATÉ;Jueves;BASUCO;FRENTE A RESIDENCIAS - VIA PUBLICA;URBANA;GRAMO;25740000;68
2/01/2018;CUNDINAMARCA;SOACHA;Jueves;BASUCO;PERIMETRO URBANO;URBANA;GRAMO;25754000;17
2/01/2018;CUNDINAMARCA;SOACHA;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25754000;129
2/01/2018;CUNDINAMARCA;SOPÓ;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;25758000;30
2/01/2018;HUILA;PITALITO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;41551000;2
2/01/2018;MAGDALENA;EL BANCO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;47245000;30
2/01/2018;NARIÑO;PASTO;Jueves;BASUCO;CASAS DE HABITACION;URBANA;GRAMO;52001000;105
2/01/2018;NARIÑO;PASTO;Jueves;BASUCO;FRENTE A RESIDENCIAS - VIA PUBLICA;URBANA;GRAMO;52001000;185
2/01/2018;NARIÑO;PASTO;Jueves;BASUCO;VIAS PUBLICAS;URBANA;GRAMO;52001000;185
2/01/2018;NORTE DE SANTANDER;EL ZULIA;Jueves;BASUCO;CARRETERA;RURAL;GRAMO;54261000;185
